duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,num_failed_logins,root_shell,su_attempted,num_file_creations,num_access_files,same_srv_rate,diff_srv_rate,attack_type
672,EHR,lab_results,REJ,6854,220,0,2,0,0,17,100,0.09,0.48,privilege_misuse
138,PACS,prescriptions,SF,4030,5892,0,5,1,1,19,99,0.14,0.31,insider_data_leakage
1473,HL7_API,billing,SF,3957,875,1,1,0,0,1,31,0.43,0.99,normal
956,HL7_API,prescriptions,REJ,3088,4025,1,2,0,0,9,40,0.27,0.98,audit_log_tampering
1640,HL7_API,lab_results,REJ,4004,2165,1,1,0,0,12,1,0.91,0.45,normal
3377,HL7_API,lab_results,S0,5279,6273,1,5,1,0,11,87,0.9,0.02,data_modification
390,PACS,lab_results,REJ,1064,635,1,1,1,0,1,78,0.78,0.17,insider_data_leakage
2457,EHR,lab_results,REJ,6340,7715,0,0,0,0,12,7,0.97,0.27,normal
808,HL7_API,patient_records,S0,3010,4753,0,2,1,1,3,76,0.6,0.1,audit_log_tampering
2719,EHR,patient_records,SF,5107,2640,1,2,0,1,14,47,0.49,0.65,unauthorized_access
209,EHR,prescriptions,SF,7170,6724,1,1,0,0,11,88,0.75,0.08,normal
352,HL7_API,prescriptions,SF,4637,6016,0,2,1,0,3,55,0.07,0.52,insider_data_leakage
3321,PACS,radiology,S0,2659,1465,1,5,1,0,15,88,0.43,0.63,unauthorized_access
1089,PACS,prescriptions,SF,7795,5583,1,2,1,0,12,41,0.31,0.17,insider_data_leakage
270,PACS,patient_records,SF,3206,6085,1,0,0,0,19,74,0.8,0.96,normal
3354,EHR,patient_records,REJ,9438,2547,1,1,0,0,3,66,0.16,0.72,normal
3234,HL7_API,lab_results,SF,7659,4544,1,3,1,1,13,87,0.37,0.95,audit_log_tampering
2930,PACS,prescriptions,S0,9578,6499,1,2,1,0,11,7,0.82,0.43,unauthorized_access
2364,HL7_API,radiology,REJ,6901,6475,1,1,0,0,5,22,0.86,0.07,normal
1473,EHR,prescriptions,REJ,4426,5838,0,3,0,1,0,64,0.84,0.02,insider_data_leakage
467,PACS,radiology,S0,1355,457,0,5,0,0,11,75,0.34,0.89,privilege_misuse
2786,HL7_API,prescriptions,REJ,7109,986,0,3,1,1,1,78,0.68,0.18,credential_sharing
1324,EHR,billing,S0,1873,4657,1,0,0,0,12,88,0.11,0.59,normal
269,PACS,billing,REJ,4822,6111,0,1,0,0,19,19,0.59,0.26,normal
1142,EHR,lab_results,SF,3867,1598,0,4,0,0,13,60,0.04,0.57,data_modification
1774,PACS,radiology,S0,341,3209,0,1,0,0,15,93,0.33,0.77,privilege_misuse
2168,PACS,lab_results,S0,8913,6430,1,3,1,0,9,11,0.57,0.29,data_modification
1713,PACS,radiology,REJ,9122,768,1,1,0,0,19,56,0.07,0.58,audit_log_tampering
1808,HL7_API,radiology,SF,4815,5536,1,1,0,0,11,75,0.78,0.17,normal
681,PACS,lab_results,SF,514,4374,0,1,0,0,1,73,0.57,0.34,privilege_misuse
1960,PACS,radiology,S0,1815,5275,0,1,1,1,16,16,0.31,0.21,unauthorized_access
3130,PACS,patient_records,S0,9635,7387,0,2,0,1,9,49,0.02,0.55,privilege_misuse
81,EHR,prescriptions,SF,3048,2636,0,4,0,0,1,71,0.97,0.35,unauthorized_access
2637,HL7_API,radiology,REJ,9284,4252,1,4,1,0,11,73,0.21,0.21,credential_sharing
2816,PACS,patient_records,REJ,8943,1162,1,1,1,0,17,38,0.46,0.4,privilege_misuse
1069,HL7_API,patient_records,SF,7356,3449,1,4,0,0,6,83,0.4,0.32,insider_data_leakage
2887,HL7_API,patient_records,REJ,8833,3729,1,2,0,1,9,38,0.9,0.66,unauthorized_access
738,HL7_API,billing,REJ,5236,1837,1,1,1,1,14,12,0.75,0.39,insider_data_leakage
1321,PACS,billing,SF,2339,1071,0,2,1,1,3,19,0.84,0.27,unauthorized_access
1923,HL7_API,lab_results,SF,1598,6985,1,4,0,0,18,15,0.06,0.57,policy_violation
1725,HL7_API,lab_results,REJ,5577,3448,1,5,1,0,10,51,0.03,0.96,credential_sharing
3270,EHR,radiology,SF,1195,3749,0,4,0,0,19,11,0.34,0.07,insider_data_leakage
171,EHR,billing,REJ,4829,1069,1,3,1,1,15,81,0.34,0.05,credential_sharing
806,EHR,prescriptions,SF,4810,5871,0,5,1,0,14,64,0.65,0.66,policy_violation
1193,HL7_API,billing,S0,7466,2239,0,1,1,0,15,80,0.96,0.08,policy_violation
1561,HL7_API,prescriptions,S0,6803,957,0,2,0,1,17,16,0.29,0.94,privilege_misuse
843,PACS,billing,REJ,626,928,1,2,0,0,17,97,0.29,0.25,unauthorized_access
1222,PACS,lab_results,S0,638,549,1,5,1,1,14,64,0.72,0.69,credential_sharing
3189,EHR,billing,S0,4650,5693,1,3,1,0,19,10,0.97,0.2,audit_log_tampering
626,EHR,lab_results,REJ,5989,7553,0,2,1,0,19,67,0.74,0.33,credential_sharing
2691,HL7_API,billing,SF,4281,3024,1,1,0,0,8,89,0.3,0.84,normal
1131,PACS,radiology,S0,4478,1652,1,2,0,0,3,93,0.99,0.44,insider_data_leakage
2528,HL7_API,prescriptions,REJ,5316,3375,0,4,0,1,16,69,0.57,0.31,insider_data_leakage
1861,HL7_API,patient_records,REJ,8415,1430,0,3,0,1,18,66,0.81,0.27,privilege_misuse
622,HL7_API,lab_results,REJ,1309,2263,0,1,0,0,17,33,0.59,0.68,data_modification
1794,PACS,prescriptions,S0,9755,5448,0,3,0,1,5,97,0.42,0.38,insider_data_leakage
1591,EHR,lab_results,S0,1194,2657,0,1,0,0,19,48,0.43,0.31,normal
2250,EHR,billing,S0,4345,6839,1,5,1,0,13,85,0.86,0.04,policy_violation
1788,PACS,lab_results,S0,3886,6239,1,4,1,1,17,93,0.18,0.83,credential_sharing
1006,EHR,radiology,S0,4474,2525,0,3,1,0,7,7,0.08,0.92,credential_sharing
3418,HL7_API,radiology,S0,3876,7341,1,3,0,0,20,64,0.75,0.07,credential_sharing
352,HL7_API,billing,SF,5132,7451,0,1,1,0,13,73,0.06,0.55,insider_data_leakage
298,EHR,prescriptions,REJ,6603,6183,0,5,1,0,9,23,0.89,0.26,unauthorized_access
1816,EHR,radiology,SF,3589,3011,1,3,0,1,1,48,0.36,0.89,audit_log_tampering
2226,EHR,radiology,SF,3361,4120,1,2,1,1,10,71,0.45,0.58,data_modification
2081,EHR,billing,S0,2254,806,1,3,1,0,17,93,0.21,0.86,privilege_misuse
2377,HL7_API,lab_results,S0,3395,3716,0,3,1,1,4,6,0.84,0.33,unauthorized_access
1119,EHR,lab_results,REJ,4836,6905,0,3,0,0,16,2,0.96,0.32,audit_log_tampering
1739,HL7_API,lab_results,SF,945,619,1,4,1,1,18,19,0.59,0.48,audit_log_tampering
1535,PACS,patient_records,SF,5650,4746,1,1,0,0,17,87,0.61,0.08,unauthorized_access
3116,EHR,radiology,S0,2656,1241,1,2,0,0,17,25,0.57,0.55,audit_log_tampering
1818,EHR,prescriptions,S0,7493,3641,0,1,0,0,20,89,0.4,0.13,normal
821,EHR,billing,REJ,5519,5568,0,1,1,0,14,29,0.89,0.39,unauthorized_access
2375,EHR,lab_results,SF,3845,3149,1,1,0,0,11,32,0.1,0.64,data_modification
3195,EHR,patient_records,S0,4601,7384,1,0,0,0,15,64,0.95,0.08,normal
3319,EHR,patient_records,SF,4938,5240,0,4,1,1,3,56,0.98,0.82,privilege_misuse
756,EHR,billing,SF,8777,3867,0,3,0,0,1,92,0.31,0.76,data_modification
677,EHR,patient_records,S0,3751,1085,0,2,0,0,5,44,0.99,0.44,data_modification
1102,HL7_API,patient_records,REJ,3851,7555,1,3,1,1,11,24,0.49,0.5,privilege_misuse
3187,PACS,prescriptions,REJ,7327,4372,1,1,1,1,0,97,0.76,0.82,privilege_misuse
805,PACS,radiology,SF,3641,6173,1,3,1,0,19,39,0.6,0.2,audit_log_tampering
3583,PACS,lab_results,S0,7610,5920,0,5,0,1,12,44,0.77,0.53,insider_data_leakage
2091,HL7_API,prescriptions,S0,7460,3650,0,4,1,0,19,46,0.5,0.08,privilege_misuse
3075,HL7_API,patient_records,SF,2674,5311,0,1,0,0,19,41,0.31,0.49,normal
131,EHR,prescriptions,S0,8476,7649,0,5,1,0,20,74,0.04,0.24,insider_data_leakage
928,HL7_API,prescriptions,REJ,9696,6149,1,2,0,1,5,97,0.21,0.0,policy_violation
1663,EHR,prescriptions,S0,1398,3774,0,2,0,0,9,91,0.88,0.47,audit_log_tampering
878,PACS,patient_records,S0,1449,6777,1,3,0,0,8,94,0.4,0.38,unauthorized_access
3076,HL7_API,billing,SF,3654,62,1,0,0,0,20,1,0.78,0.91,normal
3476,HL7_API,billing,S0,8929,6123,1,0,0,0,17,82,0.49,0.74,normal
1358,HL7_API,radiology,REJ,9035,7036,0,2,0,0,17,57,0.0,0.14,insider_data_leakage
2586,EHR,lab_results,REJ,6778,3923,1,2,1,1,16,98,0.33,0.48,privilege_misuse
279,EHR,lab_results,REJ,9000,1317,1,2,0,1,5,17,0.99,0.13,audit_log_tampering
1357,EHR,billing,REJ,9962,1242,1,3,0,0,10,33,0.21,0.14,data_modification
3105,HL7_API,prescriptions,S0,842,5274,1,1,1,0,20,88,0.25,0.03,data_modification
1932,HL7_API,billing,REJ,1494,2777,0,5,0,1,7,29,0.76,0.52,credential_sharing
2782,PACS,patient_records,SF,9409,6405,1,1,1,1,8,28,0.19,0.47,audit_log_tampering
2804,EHR,prescriptions,S0,8506,3065,1,5,0,0,2,22,0.13,0.31,unauthorized_access
1665,EHR,patient_records,S0,8985,3996,0,1,0,1,13,51,0.53,0.0,audit_log_tampering
387,PACS,prescriptions,S0,9694,1446,0,4,0,1,20,41,0.86,1.0,unauthorized_access
800,PACS,prescriptions,S0,3286,4343,1,1,0,0,2,98,0.47,0.77,normal
2397,EHR,prescriptions,SF,8100,6129,1,4,1,0,1,60,0.72,0.81,audit_log_tampering
2050,EHR,radiology,S0,7194,5638,0,1,1,0,9,73,0.46,0.3,credential_sharing
1535,HL7_API,lab_results,REJ,4853,4741,1,3,0,0,8,51,0.96,0.26,policy_violation
3554,HL7_API,billing,S0,3158,2672,1,0,0,0,6,60,0.15,0.45,normal
1963,HL7_API,prescriptions,SF,2793,4419,1,0,0,0,11,84,0.31,0.67,normal
1189,PACS,patient_records,REJ,4216,6186,0,3,0,0,6,68,0.68,0.53,data_modification
151,PACS,billing,S0,9443,4045,0,1,1,1,19,28,0.36,0.9,privilege_misuse
3025,PACS,radiology,REJ,4219,2455,0,4,0,1,5,4,0.03,0.65,data_modification
423,HL7_API,billing,S0,2841,3457,1,5,1,0,20,95,0.04,0.81,unauthorized_access
2490,EHR,prescriptions,REJ,3063,3492,1,0,0,0,12,83,0.28,0.6,normal
565,EHR,radiology,REJ,6742,3990,1,0,0,0,10,5,0.13,0.29,normal
481,HL7_API,prescriptions,REJ,815,3302,1,3,1,1,11,13,0.94,0.42,insider_data_leakage
3307,PACS,prescriptions,REJ,6844,6554,0,1,0,0,3,89,0.37,0.52,data_modification
1755,EHR,prescriptions,SF,5891,6873,0,2,1,1,19,67,0.8,0.51,insider_data_leakage
432,PACS,lab_results,REJ,8361,981,0,4,1,0,1,79,0.74,0.3,credential_sharing
2460,EHR,radiology,REJ,9335,1365,0,2,0,1,13,24,0.02,0.6,audit_log_tampering
2615,HL7_API,billing,REJ,8053,453,0,1,0,0,5,1,0.17,0.23,unauthorized_access
893,EHR,prescriptions,SF,3865,7280,1,3,0,0,12,4,0.8,0.59,credential_sharing
1908,PACS,radiology,SF,6913,1921,1,4,0,1,19,20,0.82,0.82,credential_sharing
1505,EHR,lab_results,SF,8413,7172,1,1,0,0,9,59,0.75,0.71,policy_violation
2624,PACS,prescriptions,S0,3123,6771,1,0,0,0,3,34,0.79,0.85,normal
1301,PACS,radiology,S0,8354,5084,1,0,0,0,3,22,0.21,0.03,normal
711,EHR,radiology,S0,9425,7282,1,4,0,0,6,83,0.23,0.78,data_modification
2753,PACS,prescriptions,SF,6307,3017,1,2,0,1,18,95,0.12,0.81,data_modification
2575,EHR,lab_results,SF,2286,3830,1,3,0,1,11,68,0.18,0.74,credential_sharing
1600,HL7_API,billing,REJ,9917,2182,0,1,0,0,14,87,0.12,0.27,unauthorized_access
2089,HL7_API,radiology,S0,936,5921,0,4,1,0,0,93,0.57,0.63,unauthorized_access
542,EHR,patient_records,REJ,7672,3146,0,5,0,0,13,99,0.95,0.84,audit_log_tampering
2868,PACS,prescriptions,SF,4068,427,0,3,0,1,3,82,0.82,0.33,audit_log_tampering
1098,PACS,lab_results,SF,3551,5649,1,1,0,1,19,87,0.58,0.32,unauthorized_access
1122,PACS,prescriptions,SF,783,2292,1,5,1,0,13,83,0.68,0.22,policy_violation
3401,HL7_API,billing,SF,2564,3384,1,3,1,0,14,39,0.7,0.76,privilege_misuse
332,HL7_API,lab_results,SF,8131,3721,0,1,1,1,1,19,0.38,0.62,insider_data_leakage
1044,EHR,radiology,S0,6681,7910,1,4,0,1,0,19,0.45,0.87,data_modification
632,HL7_API,prescriptions,REJ,6020,5291,0,2,1,1,5,44,0.05,0.49,credential_sharing
496,HL7_API,lab_results,REJ,8398,1906,0,5,1,0,10,63,0.97,0.23,insider_data_leakage
3103,PACS,lab_results,S0,2305,4088,1,3,0,0,12,51,0.7,0.84,privilege_misuse
3552,PACS,patient_records,S0,8059,5051,1,5,1,1,4,77,0.16,0.97,insider_data_leakage
3298,PACS,radiology,REJ,7220,2418,1,5,1,1,16,35,0.46,0.63,policy_violation
3406,EHR,billing,S0,3323,3789,0,4,0,0,17,32,0.17,0.17,policy_violation
862,PACS,billing,S0,2445,2506,0,5,0,1,0,3,0.25,0.95,insider_data_leakage
3445,HL7_API,radiology,S0,3364,739,1,5,0,0,18,85,0.81,0.29,insider_data_leakage
2844,PACS,patient_records,SF,3826,4274,0,2,1,1,5,71,0.06,0.57,unauthorized_access
2801,EHR,billing,S0,8299,2197,0,2,0,1,1,86,0.81,0.48,audit_log_tampering
3217,PACS,billing,S0,1290,2554,0,5,1,1,11,35,0.77,0.96,unauthorized_access
2256,EHR,prescriptions,S0,4078,3407,0,3,1,0,12,50,0.48,0.68,privilege_misuse
3346,EHR,lab_results,SF,621,1857,0,4,0,1,19,54,0.46,0.07,policy_violation
20,PACS,radiology,S0,7001,3999,0,1,0,1,0,21,0.06,0.45,data_modification
677,HL7_API,radiology,REJ,6812,5760,0,3,0,0,2,57,0.32,0.77,credential_sharing
3575,EHR,radiology,S0,3204,4005,1,5,0,0,0,24,0.51,0.44,unauthorized_access
3364,HL7_API,radiology,SF,9904,2424,1,1,1,1,0,35,0.46,0.48,unauthorized_access
938,HL7_API,billing,S0,9461,1355,0,5,1,0,17,47,0.4,0.65,insider_data_leakage
675,EHR,patient_records,S0,1567,5469,1,0,0,0,17,67,0.29,0.82,normal
3399,PACS,radiology,REJ,6739,6247,1,4,1,1,20,72,0.56,0.69,insider_data_leakage
3545,HL7_API,prescriptions,S0,1882,5833,1,3,0,1,13,21,0.09,0.68,audit_log_tampering
2886,HL7_API,patient_records,REJ,6053,1659,0,5,0,0,8,13,0.33,0.52,audit_log_tampering
2196,PACS,radiology,REJ,9499,3458,1,3,1,0,20,38,0.32,0.57,credential_sharing
3600,EHR,lab_results,SF,8347,5008,0,2,0,0,13,65,0.43,0.76,insider_data_leakage
543,EHR,prescriptions,S0,410,5078,1,5,1,1,5,58,0.66,0.8,policy_violation
1275,EHR,prescriptions,SF,8840,7059,1,0,0,0,4,41,0.08,0.02,normal
3421,PACS,billing,S0,8212,2365,1,4,1,0,8,6,0.42,0.42,unauthorized_access
449,HL7_API,prescriptions,S0,7776,5729,0,4,0,1,8,82,0.1,0.74,unauthorized_access
1699,PACS,prescriptions,S0,879,5717,1,5,1,1,0,47,0.63,0.43,policy_violation
1407,HL7_API,patient_records,SF,5044,662,1,1,0,0,20,94,0.79,0.38,normal
638,PACS,radiology,S0,1477,2004,1,1,0,0,7,100,0.58,0.71,normal
1133,EHR,billing,S0,4340,529,1,4,1,0,16,27,0.16,0.9,privilege_misuse
1712,PACS,prescriptions,REJ,2732,5299,1,5,0,0,3,62,0.95,0.06,policy_violation
1730,HL7_API,billing,S0,4372,959,0,5,0,1,1,71,0.11,0.35,credential_sharing
3199,HL7_API,patient_records,REJ,217,2307,0,1,0,0,0,45,0.85,0.5,credential_sharing
3526,EHR,lab_results,REJ,5284,736,0,5,0,1,15,70,0.38,0.89,policy_violation
2571,EHR,prescriptions,SF,2793,1574,1,3,0,1,0,96,0.6,0.5,privilege_misuse
265,HL7_API,patient_records,REJ,6150,1134,0,2,0,1,7,78,0.54,0.62,privilege_misuse
3059,HL7_API,radiology,S0,2067,5331,0,5,0,0,5,21,0.15,0.45,credential_sharing
1071,PACS,radiology,SF,992,1441,0,2,0,1,5,34,0.34,0.5,unauthorized_access
2729,HL7_API,billing,REJ,5420,6370,0,1,0,1,6,94,0.91,0.86,privilege_misuse
1102,PACS,lab_results,S0,8211,3490,1,3,0,1,9,56,1.0,0.39,data_modification
3523,PACS,patient_records,REJ,2598,2426,0,3,0,0,1,81,0.4,0.16,audit_log_tampering
2240,HL7_API,patient_records,SF,8403,5060,0,4,0,0,4,1,0.99,0.15,insider_data_leakage
2696,PACS,billing,S0,9760,954,0,0,0,0,12,57,0.21,0.15,normal
859,HL7_API,billing,SF,6660,4946,0,5,0,0,20,63,0.91,0.67,audit_log_tampering
3108,EHR,billing,S0,1639,2301,1,4,0,1,14,58,0.64,0.78,data_modification
73,HL7_API,patient_records,S0,6593,610,0,4,0,1,10,3,0.18,0.65,privilege_misuse
686,EHR,lab_results,REJ,9959,2349,0,3,1,0,13,96,0.53,0.52,insider_data_leakage
1733,HL7_API,patient_records,S0,1430,999,1,4,1,0,17,89,0.74,0.12,unauthorized_access
234,HL7_API,patient_records,REJ,1696,5536,1,5,1,0,6,77,0.67,0.02,policy_violation
2382,EHR,prescriptions,S0,4618,7573,0,1,0,0,2,22,0.38,0.03,credential_sharing
1151,EHR,patient_records,REJ,9613,4612,1,5,1,0,3,37,0.31,0.9,policy_violation
70,EHR,billing,S0,4735,6243,1,5,1,1,8,84,0.41,0.52,credential_sharing
1896,PACS,lab_results,REJ,2290,6741,0,2,1,1,13,82,0.97,0.08,privilege_misuse
545,PACS,radiology,REJ,5621,1083,0,4,1,0,5,70,0.47,0.59,privilege_misuse
427,PACS,lab_results,REJ,9881,25,0,4,0,1,2,23,0.82,0.32,insider_data_leakage
1423,PACS,billing,SF,7971,3108,0,4,1,0,20,100,0.02,0.4,policy_violation
3435,PACS,patient_records,SF,8302,1827,1,1,1,0,9,58,0.49,0.15,audit_log_tampering
545,PACS,radiology,SF,1198,3042,0,2,0,0,2,38,0.47,0.58,data_modification
235,HL7_API,lab_results,SF,3802,6596,0,1,1,1,1,74,0.43,0.72,insider_data_leakage
224,HL7_API,radiology,S0,9568,6786,0,4,0,1,0,1,0.01,0.93,insider_data_leakage
3027,HL7_API,patient_records,REJ,3766,220,0,3,1,1,3,73,0.04,0.48,policy_violation
2421,HL7_API,prescriptions,S0,2277,2331,0,2,1,1,0,71,0.81,0.6,credential_sharing
3449,PACS,radiology,S0,4055,1010,0,1,0,0,17,37,0.91,0.41,normal
1777,EHR,radiology,SF,832,3069,0,2,1,1,19,82,0.43,0.84,data_modification
1025,EHR,patient_records,S0,9486,3126,1,1,1,1,0,23,0.97,0.69,insider_data_leakage
2083,PACS,prescriptions,S0,2152,4708,0,4,0,1,0,67,0.78,0.88,policy_violation
1688,PACS,billing,SF,6998,4555,0,2,0,0,3,94,0.08,0.71,insider_data_leakage
2479,HL7_API,lab_results,SF,782,6196,1,5,1,0,13,43,0.65,0.75,policy_violation
2781,EHR,radiology,REJ,7300,1116,0,5,1,1,6,68,0.03,0.48,audit_log_tampering
689,HL7_API,patient_records,SF,1165,5304,1,5,0,0,9,12,0.52,1.0,unauthorized_access
1080,EHR,prescriptions,SF,4485,7339,1,0,0,0,3,6,0.21,0.78,normal
2736,EHR,patient_records,S0,1083,5781,1,1,1,1,8,100,0.47,0.58,policy_violation
2156,HL7_API,radiology,SF,969,5753,0,3,0,0,10,12,0.03,0.05,audit_log_tampering
2056,EHR,prescriptions,REJ,6370,2459,0,5,1,0,5,10,0.08,0.89,data_modification
2645,PACS,lab_results,S0,9374,6188,0,5,0,0,14,76,0.16,0.95,insider_data_leakage
557,EHR,billing,REJ,2080,7223,1,5,0,0,7,48,0.24,0.2,privilege_misuse
909,HL7_API,radiology,S0,6080,649,1,0,0,0,0,15,0.65,0.8,normal
2220,HL7_API,prescriptions,SF,6846,854,0,1,1,1,19,83,0.6,0.75,privilege_misuse
593,HL7_API,patient_records,SF,3151,2249,0,4,0,1,20,70,0.46,0.68,credential_sharing
1273,HL7_API,billing,S0,6078,7962,0,5,1,1,15,71,0.57,0.48,audit_log_tampering
1943,HL7_API,billing,SF,9520,3562,0,3,1,1,6,15,0.09,0.76,unauthorized_access
313,PACS,radiology,REJ,7316,1747,0,2,0,1,15,81,0.3,0.51,insider_data_leakage
2706,PACS,prescriptions,REJ,7307,2919,0,3,1,0,8,1,0.32,0.85,insider_data_leakage
1678,PACS,radiology,REJ,259,1350,0,4,1,1,10,79,0.53,0.26,privilege_misuse
2793,HL7_API,billing,S0,4848,4785,1,1,1,1,9,63,0.95,0.51,audit_log_tampering
3051,HL7_API,lab_results,S0,9561,6330,1,4,1,1,20,77,0.92,0.02,audit_log_tampering
3287,EHR,patient_records,S0,6120,5952,1,3,0,0,17,22,0.43,0.24,audit_log_tampering
1293,EHR,lab_results,SF,8440,7316,1,4,0,1,0,67,0.81,0.61,audit_log_tampering
487,EHR,patient_records,SF,8707,2457,1,1,0,0,11,100,0.77,0.06,normal
1922,HL7_API,billing,REJ,2827,3130,0,5,0,0,17,39,0.65,0.41,policy_violation
666,PACS,lab_results,S0,7197,2406,0,1,0,1,18,17,0.2,0.95,credential_sharing
1884,HL7_API,lab_results,S0,2681,298,0,4,1,1,15,45,0.82,0.33,privilege_misuse
3352,HL7_API,patient_records,REJ,5079,862,0,4,1,1,7,17,0.14,0.67,privilege_misuse
932,EHR,lab_results,SF,6562,2461,0,1,0,0,7,93,0.85,0.18,normal
2762,HL7_API,patient_records,S0,2136,1475,0,3,0,1,0,93,0.68,0.36,data_modification
1696,PACS,billing,REJ,7247,2999,1,5,1,0,6,72,0.99,0.19,data_modification
2063,PACS,patient_records,SF,1083,445,0,1,0,0,12,69,0.46,0.72,normal
263,HL7_API,radiology,SF,8069,1693,1,5,0,0,8,24,0.71,0.48,audit_log_tampering
3491,PACS,prescriptions,REJ,7334,4991,0,2,1,1,5,73,0.1,0.43,audit_log_tampering
3478,PACS,radiology,S0,1408,6341,1,0,0,0,8,12,0.36,0.65,normal
2980,HL7_API,billing,S0,6576,5315,1,5,0,0,3,73,0.83,0.68,privilege_misuse
1915,HL7_API,prescriptions,SF,1790,6646,1,3,1,0,19,77,0.65,0.9,insider_data_leakage
3229,HL7_API,radiology,SF,4392,5393,0,2,1,1,19,95,0.38,0.75,privilege_misuse
2886,PACS,billing,REJ,5386,5247,1,2,0,0,8,59,0.75,0.94,policy_violation
2495,EHR,patient_records,S0,4058,7715,1,3,0,0,14,68,0.26,0.53,insider_data_leakage
1448,PACS,radiology,S0,7343,4487,0,0,0,0,17,80,0.58,0.53,normal
2769,PACS,billing,SF,8187,576,1,3,0,0,16,78,0.37,0.16,credential_sharing
2313,EHR,lab_results,REJ,7264,3774,0,5,1,0,11,79,0.37,0.38,privilege_misuse
2114,EHR,billing,REJ,9015,6057,1,5,0,0,7,44,0.76,0.74,audit_log_tampering
204,HL7_API,radiology,S0,3944,2364,1,1,0,0,9,29,0.93,0.52,normal
3550,PACS,prescriptions,REJ,1243,399,1,3,0,0,1,89,0.13,0.49,unauthorized_access
767,HL7_API,patient_records,REJ,6241,227,1,1,1,0,14,31,0.58,0.79,insider_data_leakage
3392,EHR,radiology,SF,3428,5669,0,2,1,0,6,63,0.45,0.64,data_modification
969,EHR,patient_records,SF,8987,2062,1,3,0,1,10,57,0.57,0.47,policy_violation
2794,PACS,prescriptions,S0,5692,4901,1,4,1,1,6,91,0.53,0.62,data_modification
3465,EHR,lab_results,S0,7375,3830,1,4,0,1,8,18,0.36,0.93,audit_log_tampering
1150,EHR,lab_results,S0,7153,5370,0,1,1,1,20,77,0.0,0.26,insider_data_leakage
1154,PACS,prescriptions,REJ,9777,3243,1,3,0,0,4,48,0.3,0.64,data_modification
3502,EHR,billing,REJ,1621,7968,0,3,1,0,11,76,0.85,0.5,unauthorized_access
1995,PACS,patient_records,SF,1459,6258,0,3,1,1,11,74,0.18,0.74,unauthorized_access
128,HL7_API,billing,SF,2687,2738,0,5,0,0,13,97,0.02,0.74,insider_data_leakage
1886,PACS,patient_records,SF,1758,500,1,1,1,1,20,40,0.9,0.44,insider_data_leakage
1937,PACS,patient_records,REJ,8791,7899,0,4,0,1,16,20,0.86,0.53,credential_sharing
1111,EHR,prescriptions,S0,3864,4655,0,1,1,1,17,81,0.44,0.72,unauthorized_access
793,EHR,lab_results,SF,1359,7880,1,3,0,1,2,96,0.74,0.38,unauthorized_access
1204,HL7_API,patient_records,SF,796,1641,0,3,1,0,20,91,0.65,0.69,data_modification
878,EHR,patient_records,SF,5238,5302,0,1,0,0,13,47,0.56,0.97,unauthorized_access
367,EHR,patient_records,REJ,5410,1149,1,4,1,1,13,66,0.21,0.55,credential_sharing
2132,HL7_API,prescriptions,SF,3752,7864,0,2,1,0,2,17,0.92,0.13,audit_log_tampering
1659,EHR,patient_records,REJ,8509,6461,0,5,0,0,14,66,0.99,0.58,data_modification
1749,EHR,patient_records,REJ,1830,4780,1,4,1,0,18,39,0.74,0.95,insider_data_leakage
338,EHR,billing,S0,6213,2355,0,3,1,0,20,71,0.55,0.92,unauthorized_access
2776,PACS,patient_records,REJ,7334,2105,0,2,1,0,9,76,0.13,0.14,policy_violation
2891,PACS,radiology,SF,9887,1921,0,3,1,0,7,55,0.73,0.37,credential_sharing
2254,HL7_API,radiology,REJ,5400,7413,0,1,0,1,6,79,0.47,0.74,credential_sharing
1154,PACS,prescriptions,REJ,8789,4348,0,5,1,0,16,89,0.69,0.95,credential_sharing
1783,EHR,billing,REJ,2366,6104,0,4,0,0,4,71,0.41,0.39,audit_log_tampering
774,HL7_API,prescriptions,SF,4553,1648,0,5,0,0,10,10,0.45,0.8,audit_log_tampering
1282,EHR,radiology,S0,3361,379,1,3,0,0,12,75,0.24,0.72,credential_sharing
436,HL7_API,patient_records,SF,5023,3522,1,3,0,0,4,89,0.51,0.72,data_modification
2219,HL7_API,radiology,REJ,7088,1931,0,5,0,0,15,28,0.9,0.62,policy_violation
3540,HL7_API,patient_records,REJ,762,2607,0,1,1,1,17,3,0.73,0.93,unauthorized_access
533,HL7_API,billing,S0,2005,6386,1,4,1,1,3,92,0.02,0.18,data_modification
2903,EHR,prescriptions,SF,1123,69,0,5,0,1,10,63,0.58,0.78,unauthorized_access
2388,PACS,billing,REJ,9291,4525,1,0,0,0,8,44,0.82,0.46,normal
2996,HL7_API,radiology,SF,4946,1037,0,2,1,0,3,95,0.27,0.02,unauthorized_access
2275,EHR,lab_results,S0,2148,7767,0,3,0,1,19,52,0.46,0.86,unauthorized_access
2080,PACS,prescriptions,S0,7362,3007,0,4,0,0,19,87,0.49,0.05,audit_log_tampering
3045,PACS,lab_results,S0,3667,3741,0,5,0,1,6,69,0.92,0.8,insider_data_leakage
2797,PACS,billing,REJ,2364,5012,0,3,0,0,13,65,0.88,0.45,data_modification
2288,HL7_API,billing,SF,8597,6680,1,1,1,0,0,16,0.17,0.46,credential_sharing
1082,PACS,patient_records,SF,7047,1836,0,1,0,0,13,78,0.66,0.38,audit_log_tampering
